district,neighborhood,property_type,gross_sqm,net_sqm,room_count,living_room_count,floor,total_floors,building_age,bathroom_count,has_balcony,parking_type,has_elevator,heating_type,lat,lon,earthquake_risk_score,transport_score,socioeconomic_level,price
Kadikoy,Fenerbahce,Villa,367,320,5,2,1,3,6,3,1,0,1,Dogalgaz_Kombi,40.9794,29.0255,3,9,5,51991633
Kadikoy,Bostanci,Mustakil,200,179,5,2,1,1,20,3,0,2,0,Dogalgaz_Kombi,40.9789,29.0105,3,9,5,23014176
Kadikoy,Caferaga,Daire,81,65,2,1,4,14,25,1,1,2,1,Dogalgaz_Kombi,40.978,29.0266,3,9,5,6963410
Kadikoy,Bostanci,Daire,122,99,3,1,15,15,19,1,1,0,1,Dogalgaz_Kat,41.0072,29.0322,3,9,5,11758110
Kadikoy,Fenerbahce,Daire,132,104,3,1,5,8,20,1,1,0,1,Dogalgaz_Kombi,40.9838,29.027,3,9,5,10282535
Kadikoy,Goztepe,Daire,156,123,5,2,9,17,18,2,1,0,1,Dogalgaz_Kombi,40.9943,29.0208,3,9,5,11812681
Kadikoy,Caferaga,Daire,169,144,5,1,10,15,34,2,1,0,1,Yerden_Isitma,41.0047,29.0143,3,9,5,12871914
Kadikoy,Goztepe,Daire,176,158,4,1,4,8,22,1,1,0,1,Dogalgaz_Kombi,41.0018,29.0339,3,9,5,17855757
Kadikoy,Moda,Daire,126,105,4,1,4,5,24,1,1,1,1,Soba,40.9844,29.0278,3,9,5,10319313
Kadikoy,Bostanci,Daire,69,56,1,1,13,20,34,1,1,0,1,Dogalgaz_Kombi,41.0066,29.016,3,9,5,4908057
Kadikoy,Bostanci,Daire,140,117,4,1,4,20,29,1,1,2,0,Yerden_Isitma,40.9983,29.0362,3,9,5,12304406
Kadikoy,Bostanci,Daire,132,119,3,1,11,14,20,2,1,2,1,Dogalgaz_Kat,40.9815,29.0206,3,9,5,15883927
Kadikoy,Goztepe,Daire,188,157,5,2,3,4,26,2,1,1,1,Merkezi,40.998,29.0233,3,9,5,16809288
Kadikoy,Moda,IsYeri,82,67,4,1,2,13,5,1,1,0,1,Dogalgaz_Kombi,41.0072,29.0263,3,9,5,9404830
Kadikoy,Caferaga,Daire,174,153,5,1,16,16,29,2,0,2,1,Klima,41.0011,29.0146,3,9,5,18473522
Kadikoy,Goztepe,Daire,125,101,3,1,4,7,21,2,1,2,1,Yerden_Isitma,40.9961,29.0296,3,9,5,11059988
Kadikoy,Goztepe,Mustakil,128,113,3,1,2,2,21,1,1,0,0,Soba,40.9965,29.0162,3,9,5,11773312
Kadikoy,Goztepe,Daire,85,76,2,1,2,6,21,1,1,2,1,Dogalgaz_Kombi,40.9876,29.022,3,9,5,7078946
Kadikoy,Goztepe,Mustakil,182,166,3,1,1,1,35,1,1,0,0,Dogalgaz_Kombi,40.9938,29.03,3,9,5,18496550
Kadikoy,Bostanci,Mustakil,142,119,3,1,1,1,26,2,1,2,0,Yerden_Isitma,40.9937,29.0352,3,9,5,14424662
Kadikoy,Goztepe,Daire,58,46,1,1,6,18,18,1,1,0,1,Dogalgaz_Kombi,40.986,29.0365,3,9,5,4917301
Kadikoy,Caferaga,Mustakil,177,139,3,1,1,2,9,1,1,2,0,Dogalgaz_Kombi,40.9963,29.0152,3,9,5,19060196
Kadikoy,Fenerbahce,Daire,239,209,6,2,3,15,36,2,1,0,1,Merkezi,40.995,29.0352,3,9,5,17795738
Kadikoy,Bostanci,IsYeri,76,66,2,1,1,13,6,1,1,0,1,Soba,41.0012,29.0184,3,9,5,8237352
Kadikoy,Goztepe,Daire,111,86,3,1,16,17,20,2,1,1,1,Dogalgaz_Kat,40.983,29.0237,3,9,5,10575384
Kadikoy,Goztepe,Daire,211,178,5,2,6,12,24,2,1,1,1,Merkezi,40.9878,29.0228,3,9,5,17428062
Kadikoy,Goztepe,Daire,106,87,3,1,9,12,17,1,0,2,1,Soba,40.9971,29.0227,3,9,5,11064185
Kadikoy,Goztepe,Daire,80,65,2,1,8,15,34,1,1,1,1,Dogalgaz_Kombi,40.9858,29.0155,3,9,5,5465198
Kadikoy,Bostanci,Daire,99,90,2,1,4,9,23,1,1,0,1,Soba,40.9862,29.011,3,9,5,8367881
Kadikoy,Goztepe,Daire,65,57,2,1,5,8,18,1,1,1,1,Dogalgaz_Kombi,40.9808,29.0084,3,9,5,5780707
Kadikoy,Moda,Daire,68,55,2,1,4,19,19,1,1,0,1,Dogalgaz_Kombi,41.002,29.0365,3,9,5,5123020
Kadikoy,Bostanci,Daire,116,100,3,1,9,11,29,2,1,0,1,Merkezi,40.9963,29.0263,3,9,5,10830235
Kadikoy,Bostanci,IsYeri,52,42,2,1,1,4,15,1,1,0,0,Merkezi,40.9918,29.009,3,9,5,4504626
Kadikoy,Moda,Daire,159,139,5,1,11,12,35,2,1,1,1,Yerden_Isitma,40.9798,29.013,3,9,5,12634814
Kadikoy,Goztepe,Daire,108,90,3,1,10,18,29,2,1,1,0,Dogalgaz_Kombi,40.9997,29.0261,3,9,5,7646345
Kadikoy,Fenerbahce,Daire,126,108,3,1,3,4,35,1,1,0,1,Merkezi,40.9831,29.0256,3,9,5,10051221
Kadikoy,Goztepe,Daire,56,46,1,1,11,14,20,1,1,0,1,Dogalgaz_Kombi,41.0021,29.0245,3,9,5,5106827
Kadikoy,Goztepe,Daire,90,81,2,1,4,4,30,1,0,1,1,Merkezi,41.0005,29.0141,3,9,5,7687708
Kadikoy,Caferaga,IsYeri,98,83,3,1,1,3,10,2,1,1,0,Yerden_Isitma,40.9915,29.0115,3,9,5,10928698
Kadikoy,Moda,Daire,152,133,4,1,16,17,32,1,1,0,1,Merkezi,41.0036,29.0163,3,9,5,15066070
Kadikoy,Bostanci,Daire,244,199,6,2,3,4,26,3,1,1,1,Dogalgaz_Kombi,40.989,29.036,3,9,5,21751692
Kadikoy,Moda,IsYeri,63,51,2,1,3,15,2,1,1,1,1,Dogalgaz_Kombi,40.9926,29.0091,3,9,5,6862839
Kadikoy,Fenerbahce,Daire,206,163,5,1,1,18,21,3,1,2,0,Soba,40.9879,29.0288,3,9,5,17589302
Kadikoy,Moda,Mustakil,277,253,5,1,3,3,36,2,1,0,1,Dogalgaz_Kombi,41.0001,29.021,3,9,5,23620078
Kadikoy,Bostanci,Daire,206,165,5,1,1,13,18,3,1,0,1,Dogalgaz_Kombi,40.9901,29.0285,3,9,5,15551834
Kadikoy,Goztepe,Daire,114,98,3,1,8,11,35,1,1,1,1,Dogalgaz_Kat,41.0047,29.0283,3,9,5,8252245
Kadikoy,Moda,Daire,84,73,2,1,9,17,31,1,1,0,1,Merkezi,40.9891,29.0188,3,9,5,6779023
Kadikoy,Moda,Daire,66,55,1,1,1,4,36,1,1,2,1,Soba,40.9959,29.0186,3,9,5,5201612
Kadikoy,Caferaga,Daire,136,120,3,1,2,8,37,1,1,1,1,Dogalgaz_Kat,41.005,29.0178,3,9,5,10129118
Kadikoy,Fenerbahce,Daire,176,161,4,1,17,20,25,1,1,2,1,Soba,41.0018,29.022,3,9,5,16635454
Kadikoy,Fenerbahce,Villa,326,298,5,2,1,3,25,3,0,1,1,Dogalgaz_Kat,40.9952,29.0327,3,9,5,45144985
Kadikoy,Goztepe,Daire,66,57,2,1,10,14,24,1,1,1,1,Dogalgaz_Kat,40.9812,29.0094,3,9,5,5265573
Kadikoy,Bostanci,IsYeri,54,48,2,1,3,5,29,1,1,2,1,Merkezi,41.0,29.0126,3,9,5,5142951
Kadikoy,Fenerbahce,Daire,116,105,3,1,1,12,28,1,1,2,1,Dogalgaz_Kombi,40.994,29.0373,3,9,5,9956044
Kadikoy,Moda,Daire,72,65,2,1,3,18,23,1,1,1,0,Soba,41.0074,29.0316,3,9,5,5835094
Kadikoy,Moda,Villa,210,170,3,1,2,2,24,1,1,1,0,Dogalgaz_Kombi,41.0073,29.0242,3,9,5,25038982
Kadikoy,Caferaga,Daire,166,129,5,1,10,11,27,2,1,0,1,Merkezi,40.992,29.0313,3,9,5,13480341
Kadikoy,Goztepe,Daire,129,101,3,1,10,20,31,1,0,1,1,Dogalgaz_Kat,40.9991,29.0213,3,9,5,11076272
Kadikoy,Caferaga,Daire,73,59,2,1,7,14,36,1,1,1,1,Dogalgaz_Kombi,41.0033,29.0275,3,9,5,5861190
Kadikoy,Fenerbahce,Daire,93,84,2,1,11,17,31,1,1,2,1,Dogalgaz_Kombi,40.9889,29.0126,3,9,5,9991349
Kadikoy,Fenerbahce,Daire,125,105,4,1,13,15,21,1,1,1,1,Dogalgaz_Kombi,41.0039,29.0362,3,9,5,11641786
Kadikoy,Bostanci,IsYeri,39,33,1,1,0,8,32,1,1,2,1,Dogalgaz_Kombi,40.9887,29.0309,3,9,5,3522725
Kadikoy,Moda,Villa,322,252,4,1,1,3,5,2,1,0,0,Dogalgaz_Kombi,40.9947,29.02,3,9,5,35768156
Kadikoy,Bostanci,Daire,68,58,1,1,14,16,31,1,1,1,1,Soba,40.9956,29.0345,3,9,5,5382773
Kadikoy,Caferaga,Villa,169,142,3,1,2,3,19,2,1,0,1,Dogalgaz_Kombi,40.9862,29.0284,3,9,5,20655504
Kadikoy,Fenerbahce,Daire,57,52,1,1,1,5,23,1,1,0,1,Dogalgaz_Kombi,40.9813,29.0229,3,9,5,5060700
Kadikoy,Goztepe,Daire,104,88,3,1,2,15,29,1,1,1,0,Dogalgaz_Kombi,40.9949,29.0293,3,9,5,7877080
Kadikoy,Caferaga,Daire,55,44,1,1,12,18,19,1,1,0,1,Merkezi,40.9896,29.0173,3,9,5,4801634
Kadikoy,Moda,Daire,97,84,2,1,17,20,23,1,1,0,1,Soba,40.9848,29.0124,3,9,5,8804918
Kadikoy,Fenerbahce,Daire,161,127,4,1,15,19,35,2,1,2,1,Yerden_Isitma,41.0036,29.0268,3,9,5,11908419
Kadikoy,Caferaga,Daire,109,97,3,1,3,5,33,1,1,1,0,Klima,40.997,29.0373,3,9,5,7557036
Kadikoy,Caferaga,Daire,127,108,3,1,4,5,35,1,1,1,1,Dogalgaz_Kombi,41.002,29.0331,3,9,5,11167048
Kadikoy,Bostanci,Daire,92,74,3,1,15,18,33,1,1,2,1,Soba,40.9793,29.0269,3,9,5,7529551
Kadikoy,Moda,Daire,114,93,3,1,6,8,19,1,1,0,1,Dogalgaz_Kat,40.9956,29.0361,3,9,5,9509754
Kadikoy,Fenerbahce,Daire,172,137,4,1,3,20,37,2,1,0,1,Yerden_Isitma,41.0061,29.0226,3,9,5,10999319
Kadikoy,Moda,Daire,70,55,1,1,2,20,27,1,1,1,1,Dogalgaz_Kombi,41.0026,29.0311,3,9,5,5796336
Kadikoy,Goztepe,Daire,116,96,3,1,8,11,36,2,1,2,1,Dogalgaz_Kombi,41.0048,29.0138,3,9,5,9831435
Kadikoy,Fenerbahce,Daire,139,113,3,1,14,16,22,1,1,0,1,Dogalgaz_Kat,40.9943,29.0111,3,9,5,14145198
Kadikoy,Caferaga,Mustakil,142,119,3,1,1,3,32,1,1,0,1,Dogalgaz_Kombi,40.9901,29.0199,3,9,5,12451124
Kadikoy,Goztepe,Daire,52,40,1,1,7,7,37,1,1,0,0,Yerden_Isitma,40.9986,29.0122,3,9,5,3749578
Kadikoy,Moda,Daire,47,36,1,1,3,10,34,1,1,1,1,Soba,40.9867,29.0094,3,9,5,3177663
Kadikoy,Caferaga,Villa,149,133,3,1,3,3,17,1,1,1,1,Dogalgaz_Kombi,40.9961,29.0152,3,9,5,19486428
Kadikoy,Caferaga,Daire,56,44,1,1,18,20,33,1,1,1,0,Klima,40.9968,29.0374,3,9,5,4151739
Kadikoy,Goztepe,Daire,142,115,4,1,7,7,35,2,0,1,1,Dogalgaz_Kat,41.0071,29.0224,3,9,5,9486981
Kadikoy,Bostanci,Daire,180,151,4,1,4,13,18,1,1,0,1,Dogalgaz_Kombi,40.9919,29.0091,3,9,5,16930309
Kadikoy,Fenerbahce,Daire,156,140,5,1,5,14,20,3,1,1,1,Yerden_Isitma,41.0069,29.0229,3,9,5,14885559
Kadikoy,Fenerbahce,IsYeri,105,83,3,1,0,9,27,1,1,0,0,Dogalgaz_Kat,40.9911,29.0295,3,9,5,7622270
Kadikoy,Goztepe,Daire,136,122,3,1,10,15,30,2,1,2,0,Dogalgaz_Kat,40.9886,29.032,3,9,5,13219329
Kadikoy,Bostanci,IsYeri,77,67,2,1,0,10,8,1,0,2,1,Dogalgaz_Kombi,40.9787,29.0126,3,9,5,8512381
Kadikoy,Goztepe,Daire,94,80,3,1,12,20,29,2,1,0,1,Dogalgaz_Kat,40.9932,29.0354,3,9,5,7354037
Kadikoy,Goztepe,Villa,234,215,4,1,3,3,15,1,0,2,1,Klima,41.0076,29.0323,3,9,5,38595632
Kadikoy,Bostanci,IsYeri,99,78,3,1,2,11,19,1,1,2,1,Soba,40.9844,29.0376,3,9,5,10198404
Kadikoy,Goztepe,Daire,113,96,3,1,8,15,34,1,1,0,1,Yerden_Isitma,40.9935,29.0311,3,9,5,9991737
Kadikoy,Moda,Daire,65,51,1,0,17,18,28,1,0,2,1,Merkezi,40.9907,29.0353,3,9,5,4984278
Kadikoy,Bostanci,Daire,75,60,2,1,6,11,33,1,1,2,1,Dogalgaz_Kat,40.9859,29.0268,3,9,5,6119663
Kadikoy,Caferaga,Daire,127,115,3,1,3,8,36,2,1,1,1,Dogalgaz_Kombi,41.0062,29.0311,3,9,5,9454236
Kadikoy,Caferaga,Daire,129,112,3,1,18,19,26,2,1,2,1,Dogalgaz_Kombi,40.9984,29.0127,3,9,5,12907576
Kadikoy,Fenerbahce,Daire,74,60,2,1,12,14,28,1,1,0,1,Merkezi,40.985,29.0117,3,9,5,6199633
Kadikoy,Moda,Daire,57,51,1,1,8,17,22,1,1,2,1,Dogalgaz_Kombi,40.9926,29.0234,3,9,5,5735485
Kadikoy,Goztepe,Daire,57,48,1,1,4,11,35,1,1,0,1,Klima,40.9863,29.0082,3,9,5,3825158
Kadikoy,Goztepe,Daire,88,78,2,1,1,15,29,1,0,1,1,Dogalgaz_Kombi,40.9928,29.0309,3,9,5,6684346
Kadikoy,Goztepe,IsYeri,61,48,3,1,3,4,23,2,1,1,0,Dogalgaz_Kat,40.9927,29.0094,3,9,5,4633553
Kadikoy,Fenerbahce,Daire,119,95,3,1,5,20,27,2,1,2,1,Dogalgaz_Kombi,40.9929,29.0233,3,9,5,9853687
Kadikoy,Goztepe,Daire,91,75,3,1,4,7,35,2,1,2,1,Dogalgaz_Kombi,40.9857,29.0277,3,9,5,8102184
Kadikoy,Moda,Daire,68,58,2,1,9,9,37,1,1,2,1,Soba,40.9786,29.0364,3,9,5,4968443
Besiktas,Etiler,Daire,116,101,3,1,17,17,39,2,1,2,0,Dogalgaz_Kombi,41.044,29.0232,3,10,5,11567996
Besiktas,Bebek,Daire,59,53,1,0,9,14,31,1,1,2,1,Soba,41.0455,28.9991,3,10,5,5906022
Besiktas,Bebek,Daire,84,74,2,1,8,10,30,1,1,1,1,Dogalgaz_Kat,41.0309,29.0136,3,10,5,8222196
Besiktas,Bebek,IsYeri,90,73,4,1,0,7,22,2,1,2,1,Soba,41.0552,29.0142,3,10,5,8756601
Besiktas,Etiler,Daire,105,82,3,1,8,20,40,1,0,1,1,Dogalgaz_Kombi,41.0274,29.0098,3,10,5,9364132
Besiktas,Akatlar,Daire,240,203,6,2,5,10,30,3,1,2,0,Merkezi,41.0494,29.0188,3,10,5,19959939
Besiktas,Levent,IsYeri,107,86,3,1,3,3,31,1,1,2,1,Klima,41.0362,29.0114,3,10,5,12160493
Besiktas,Bebek,Daire,131,112,3,1,5,19,36,2,1,2,1,Dogalgaz_Kat,41.0488,28.9937,3,10,5,11713841
Besiktas,Bebek,Daire,102,82,3,1,14,16,36,2,0,2,1,Dogalgaz_Kombi,41.0553,28.9935,3,10,5,9283028
Besiktas,Etiler,Daire,86,70,2,1,3,4,40,1,1,0,1,Merkezi,41.0394,29.0084,3,10,5,7698036
Besiktas,Akatlar,Daire,72,62,2,1,6,13,39,1,1,2,1,Merkezi,41.0384,29.0144,3,10,5,7474807
Besiktas,Akatlar,Villa,235,208,4,1,2,2,16,2,0,1,0,Dogalgaz_Kombi,41.0543,28.9994,3,10,5,35003648
Besiktas,Ortakoy,Daire,206,164,5,1,10,10,35,2,1,1,0,Dogalgaz_Kombi,41.0409,28.995,3,10,5,17522950
Besiktas,Levent,Villa,281,229,4,1,1,2,18,1,0,0,0,Dogalgaz_Kombi,41.0552,28.9954,3,10,5,41869760
Besiktas,Akatlar,Daire,139,111,3,1,12,17,32,2,1,2,1,Dogalgaz_Kat,41.0312,29.0191,3,10,5,12055300
Besiktas,Etiler,IsYeri,62,54,3,1,0,6,1,2,1,2,1,Dogalgaz_Kombi,41.0346,29.0037,3,10,5,8161390
Besiktas,Levent,IsYeri,86,67,4,1,3,13,1,1,1,0,0,Merkezi,41.0345,28.9946,3,10,5,10080617
Besiktas,Etiler,Daire,169,133,4,1,10,20,27,2,1,2,1,Dogalgaz_Kombi,41.0568,29.0089,3,10,5,16440308
Besiktas,Akatlar,Daire,127,114,3,1,7,9,37,2,0,0,1,Dogalgaz_Kombi,41.0368,29.0058,3,10,5,10584332
Besiktas,Etiler,Daire,150,122,4,1,5,11,24,2,1,1,1,Merkezi,41.0389,29.0009,3,10,5,13792084
Besiktas,Akatlar,Daire,113,89,3,1,1,10,28,2,1,1,1,Dogalgaz_Kombi,41.0489,29.0101,3,10,5,9729303
Besiktas,Bebek,Mustakil,135,123,3,1,1,3,35,1,1,2,0,Dogalgaz_Kombi,41.0505,29.0047,3,10,5,15505959
Besiktas,Levent,Daire,97,87,2,1,4,18,35,1,1,0,1,Dogalgaz_Kombi,41.0441,28.9999,3,10,5,8174122
Besiktas,Bebek,Daire,254,223,6,2,3,13,26,3,1,1,1,Merkezi,41.0349,29.0179,3,10,5,29109854
Besiktas,Akatlar,Daire,100,88,3,1,3,15,24,2,1,2,1,Yerden_Isitma,41.0282,29.0187,3,10,5,12208542
Besiktas,Akatlar,Daire,146,116,4,1,2,11,24,1,1,1,0,Dogalgaz_Kat,41.0546,29.0131,3,10,5,11141618
Besiktas,Etiler,Daire,91,77,3,1,9,12,29,1,1,2,1,Yerden_Isitma,41.0304,28.9962,3,10,5,8485250
Besiktas,Levent,Daire,112,91,3,1,3,16,31,2,1,0,1,Dogalgaz_Kombi,41.0468,29.019,3,10,5,10664762
Besiktas,Levent,Daire,125,105,3,1,2,4,22,2,1,1,0,Yerden_Isitma,41.054,29.0209,3,10,5,11057430
Besiktas,Etiler,IsYeri,90,76,3,1,0,3,17,1,1,2,0,Dogalgaz_Kombi,41.0498,29.0147,3,10,5,10115337
Besiktas,Akatlar,Daire,80,68,2,1,11,16,32,1,1,0,1,Dogalgaz_Kat,41.0496,29.0037,3,10,5,6936453
Besiktas,Akatlar,Daire,64,56,1,1,11,16,20,1,1,2,1,Dogalgaz_Kombi,41.0554,29.0063,3,10,5,8098215
Besiktas,Ortakoy,Daire,64,52,1,1,2,11,22,1,1,1,1,Dogalgaz_Kombi,41.0367,28.9965,3,10,5,5223835
Besiktas,Akatlar,Daire,107,84,3,1,2,6,33,2,1,1,1,Dogalgaz_Kombi,41.03,29.0112,3,10,5,8384987
Besiktas,Ortakoy,Daire,89,79,2,1,10,11,36,1,1,1,1,Dogalgaz_Kombi,41.0316,28.9983,3,10,5,8106620
Besiktas,Akatlar,Daire,143,116,4,1,11,11,35,1,1,0,0,Dogalgaz_Kombi,41.0386,29.0192,3,10,5,12423906
Besiktas,Ortakoy,Daire,161,147,4,1,5,8,30,1,1,0,1,Dogalgaz_Kombi,41.0562,29.0168,3,10,5,15609478
Besiktas,Etiler,Daire,143,113,4,1,10,10,37,1,1,1,1,Merkezi,41.0404,29.002,3,10,5,13002444
Besiktas,Levent,Villa,284,248,4,1,2,2,7,2,1,2,0,Soba,41.0407,29.0112,3,10,5,48997735
Besiktas,Akatlar,Daire,203,173,5,2,12,15,37,2,0,0,1,Dogalgaz_Kombi,41.0285,29.0228,3,10,5,19798884
Besiktas,Ortakoy,Daire,170,142,4,1,1,4,28,1,1,1,1,Merkezi,41.0384,29.0072,3,10,5,16461097
Besiktas,Ortakoy,Daire,66,55,2,1,7,13,22,1,0,2,1,Dogalgaz_Kombi,41.0507,29.0089,3,10,5,6685358
Besiktas,Etiler,Daire,148,122,4,1,1,13,23,1,1,1,1,Dogalgaz_Kombi,41.0427,29.0099,3,10,5,13395999
Besiktas,Levent,Daire,115,99,3,1,7,9,32,1,1,2,1,Merkezi,41.0483,28.9995,3,10,5,12471843
Besiktas,Akatlar,Villa,237,213,3,1,2,2,10,1,1,0,0,Klima,41.0562,29.0027,3,10,5,36880251
Besiktas,Levent,Daire,87,78,2,1,5,9,39,1,1,2,1,Dogalgaz_Kombi,41.0327,29.0141,3,10,5,8314782
Besiktas,Etiler,Daire,89,74,2,1,18,19,40,1,1,0,1,Dogalgaz_Kombi,41.0366,29.0068,3,10,5,7227852
Besiktas,Levent,Daire,49,39,1,1,16,16,33,1,1,1,1,Merkezi,41.0442,29.0172,3,10,5,4286808
Besiktas,Bebek,Daire,83,66,2,1,16,18,37,1,1,1,1,Merkezi,41.0435,29.016,3,10,5,8165010
Besiktas,Levent,Daire,92,73,2,1,5,11,21,1,1,0,1,Merkezi,41.0505,29.0004,3,10,5,9788282
Besiktas,Akatlar,Daire,135,116,3,1,6,17,39,1,1,2,1,Merkezi,41.0356,29.0095,3,10,5,11785722
Besiktas,Etiler,Daire,82,74,2,1,4,20,24,1,1,2,1,Yerden_Isitma,41.0482,28.9973,3,10,5,8174902
Besiktas,Ortakoy,Daire,90,76,2,1,11,12,33,1,1,0,1,Soba,41.0427,29.0016,3,10,5,9863514
Besiktas,Ortakoy,Daire,55,47,1,0,6,6,34,1,1,2,1,Soba,41.0337,29.0062,3,10,5,4873936
Besiktas,Etiler,Daire,141,120,4,1,8,8,30,1,0,1,1,Dogalgaz_Kombi,41.0404,28.9933,3,10,5,15433572
Besiktas,Etiler,Daire,98,88,3,1,3,13,28,1,1,0,1,Yerden_Isitma,41.0288,29.0121,3,10,5,10542803
Besiktas,Levent,Villa,146,128,3,1,1,2,15,1,0,0,0,Dogalgaz_Kat,41.0274,29.0036,3,10,5,18865810
Besiktas,Etiler,Mustakil,169,133,3,1,1,2,11,1,1,2,0,Dogalgaz_Kombi,41.0464,29.0136,3,10,5,18303146
Besiktas,Akatlar,Daire,100,84,3,1,3,10,33,2,1,0,1,Soba,41.0491,29.0038,3,10,5,8749468
Besiktas,Levent,Villa,246,200,5,2,3,3,0,3,1,1,0,Dogalgaz_Kombi,41.0507,29.0171,3,10,5,36251830
Besiktas,Etiler,Daire,69,58,2,1,3,4,30,1,0,2,1,Dogalgaz_Kombi,41.0501,29.0219,3,10,5,7087110
Besiktas,Ortakoy,Daire,53,42,1,1,4,5,36,1,1,2,1,Merkezi,41.0297,29.0094,3,10,5,4733204
Besiktas,Bebek,Daire,97,88,2,1,6,8,32,1,1,2,1,Dogalgaz_Kat,41.0482,29.0152,3,10,5,11269820
Besiktas,Bebek,Daire,58,46,1,1,3,5,25,1,0,2,1,Dogalgaz_Kombi,41.0429,29.0168,3,10,5,5835207
Besiktas,Akatlar,Daire,82,72,2,1,7,7,20,1,1,1,1,Dogalgaz_Kombi,41.046,29.0082,3,10,5,9116816
Besiktas,Etiler,Daire,171,142,5,1,2,12,38,2,1,1,0,Klima,41.0286,29.0042,3,10,5,15478094
Besiktas,Akatlar,Daire,46,39,1,0,8,17,30,1,1,2,1,Soba,41.0384,29.0084,3,10,5,5277547
Besiktas,Akatlar,Daire,122,111,4,1,4,6,29,2,1,1,0,Dogalgaz_Kombi,41.0507,29.0155,3,10,5,11157098
Besiktas,Levent,Daire,69,61,1,0,3,11,20,1,1,0,1,Dogalgaz_Kat,41.0557,28.9933,3,10,5,7758152
Besiktas,Levent,Mustakil,157,126,4,1,1,1,36,1,1,0,0,Dogalgaz_Kombi,41.0548,29.0202,3,10,5,14911884
Besiktas,Etiler,Daire,137,108,3,1,5,7,24,2,0,1,1,Yerden_Isitma,41.036,29.0188,3,10,5,14232342
Besiktas,Ortakoy,Daire,140,115,4,1,4,12,22,1,0,2,1,Dogalgaz_Kombi,41.0412,29.0055,3,10,5,14383855
Besiktas,Etiler,IsYeri,58,49,2,1,0,4,10,1,1,0,1,Dogalgaz_Kat,41.0523,29.0031,3,10,5,6167077
Besiktas,Levent,Daire,122,95,3,1,5,13,25,1,1,2,1,Merkezi,41.0411,29.0174,3,10,5,10469067
Besiktas,Levent,Daire,134,106,4,1,12,16,40,1,1,0,1,Dogalgaz_Kombi,41.0331,29.0127,3,10,5,12393597
Besiktas,Ortakoy,Daire,171,141,4,1,4,5,21,1,1,1,1,Merkezi,41.0477,28.9985,3,10,5,15661955
Besiktas,Ortakoy,Daire,74,58,2,1,11,11,29,1,1,2,1,Dogalgaz_Kombi,41.0313,28.9993,3,10,5,8115912
Besiktas,Levent,Daire,124,110,3,1,12,16,35,2,1,1,1,Dogalgaz_Kombi,41.0368,28.9999,3,10,5,13941075
Besiktas,Levent,Villa,315,261,4,1,1,2,3,1,1,0,0,Soba,41.0501,29.0217,3,10,5,50223132
Besiktas,Bebek,IsYeri,107,98,3,1,1,5,15,2,1,2,1,Dogalgaz_Kombi,41.0556,29.0102,3,10,5,14354014
Besiktas,Levent,Daire,60,51,1,0,8,9,21,1,0,0,1,Merkezi,41.0372,29.0117,3,10,5,6893575
