district,neighborhood,property_type,gross_sqm,net_sqm,room_count,living_room_count,floor,total_floors,building_age,bathroom_count,has_balcony,parking_type,has_elevator,heating_type,lat,lon,earthquake_risk_score,transport_score,socioeconomic_level,price
Konak,Hatay,Daire,74,58,2,1,12,15,29,1,0,1,0,Dogalgaz_Kombi,38.4341,27.1173,3,9,4,2824506
Konak,Alsancak,Daire,84,70,2,1,14,16,30,1,1,2,0,Klima,38.4064,27.1399,3,9,4,3992708
Konak,Guzelyali,Daire,177,161,4,1,7,13,41,1,1,0,1,Yerden_Isitma,38.4286,27.1298,3,9,4,7281404
Konak,Alsancak,IsYeri,74,57,2,1,3,9,14,1,1,1,1,Klima,38.4259,27.1373,3,9,4,3605312
Konak,Basmane,Mustakil,220,173,4,1,1,1,16,2,1,1,0,Dogalgaz_Kat,38.4336,27.121,3,9,4,9884741
Konak,Alsancak,Daire,58,51,1,0,10,13,25,1,1,2,1,Dogalgaz_Kombi,38.4268,27.1141,3,9,4,2624252
Konak,Basmane,Daire,101,80,3,1,7,10,36,2,1,0,1,Soba,38.4223,27.1199,3,9,4,3567592
Konak,Pasaport,IsYeri,104,88,3,1,3,12,5,2,0,1,1,Dogalgaz_Kat,38.406,27.1234,3,9,4,6096994
Konak,Basmane,Daire,150,131,5,1,5,5,35,2,1,1,1,Dogalgaz_Kombi,38.4302,27.1317,3,9,4,6331675
Konak,Basmane,Daire,70,63,2,1,2,4,39,1,1,2,0,Dogalgaz_Kombi,38.4169,27.1384,3,9,4,3325290
Konak,Pasaport,Daire,172,154,5,1,15,17,30,3,1,2,1,Dogalgaz_Kombi,38.4055,27.1144,3,9,4,8606620
Konak,Alsancak,Daire,123,100,4,1,15,18,31,1,0,1,1,Dogalgaz_Kombi,38.4262,27.1346,3,9,4,5925893
Konak,Alsancak,Daire,135,122,4,1,8,15,28,1,1,2,1,Merkezi,38.4296,27.1343,3,9,4,6269969
Konak,Guzelyali,Mustakil,128,104,3,1,1,1,43,1,1,2,0,Dogalgaz_Kombi,38.4253,27.1338,3,9,4,5282100
Konak,Hatay,Daire,98,76,2,1,4,10,28,1,1,0,1,Klima,38.4248,27.1159,3,9,4,3659309
Konak,Alsancak,Villa,220,202,4,1,2,2,10,1,1,0,0,Klima,38.4063,27.1404,3,9,4,14925224
Konak,Basmane,Daire,97,82,2,1,3,10,28,1,0,0,1,Dogalgaz_Kombi,38.4192,27.1312,3,9,4,3759935
Konak,Alsancak,Villa,312,283,4,1,2,3,10,2,1,2,1,Dogalgaz_Kat,38.4282,27.1356,3,9,4,26661970
Konak,Hatay,Daire,59,51,1,1,3,4,31,1,1,2,0,Klima,38.4315,27.124,3,9,4,2573907
Konak,Hatay,IsYeri,55,44,2,1,3,14,37,1,1,0,1,Merkezi,38.4232,27.1183,3,9,4,2419482
Konak,Basmane,Daire,53,44,1,0,10,11,30,1,1,2,1,Dogalgaz_Kat,38.4171,27.1148,3,9,4,2164780
Konak,Guzelyali,Daire,120,96,3,1,4,14,26,1,0,0,1,Dogalgaz_Kat,38.4278,27.1433,3,9,4,5627352
Konak,Alsancak,Mustakil,167,153,3,1,1,2,24,2,1,1,0,Merkezi,38.4109,27.1401,3,9,4,8300122
Konak,Alsancak,Daire,129,108,3,1,1,4,33,2,1,0,1,Dogalgaz_Kombi,38.4114,27.1339,3,9,4,5345066
Konak,Pasaport,Daire,112,98,3,1,10,10,38,1,1,2,1,Dogalgaz_Kombi,38.4154,27.1387,3,9,4,5131659
Konak,Basmane,Daire,77,65,2,1,10,14,29,1,1,0,1,Merkezi,38.4329,27.1338,3,9,4,3030968
Konak,Guzelyali,Daire,45,40,1,1,12,16,33,1,0,2,1,Yerden_Isitma,38.4199,27.1276,3,9,4,1906316
Konak,Alsancak,Daire,127,106,3,1,4,7,42,1,1,1,1,Dogalgaz_Kat,38.4248,27.1179,3,9,4,5148554
Konak,Hatay,Daire,109,91,3,1,12,14,45,1,1,0,1,Klima,38.4207,27.1159,3,9,4,3930963
Bornova,Karsiyaka Yolu,Daire,180,152,4,1,10,13,26,2,1,0,0,Yerden_Isitma,38.4647,27.2264,3,8,4,6805294
Bornova,Karsiyaka Yolu,Daire,84,71,2,1,5,6,18,1,1,0,1,Dogalgaz_Kat,38.4636,27.2133,3,8,4,3225175
Bornova,Bornova Merkez,Daire,161,132,5,1,5,16,30,2,1,2,1,Merkezi,38.4618,27.2263,3,8,4,6225887
Bornova,Egekent,Mustakil,204,160,4,1,1,1,14,1,1,0,0,Yerden_Isitma,38.4688,27.2313,3,8,4,8866297
Bornova,Kazimdirik,Daire,91,74,3,1,2,8,12,2,1,0,1,Soba,38.4766,27.231,3,8,4,3675437
Bornova,Karsiyaka Yolu,Daire,157,142,5,2,4,7,32,3,1,2,1,Klima,38.4571,27.2299,3,8,4,5770449
Bornova,Karsiyaka Yolu,Daire,51,40,1,1,10,19,21,1,1,0,1,Klima,38.462,27.2218,3,8,4,1946672
Bornova,Egekent,Daire,136,121,4,1,19,19,13,1,1,1,1,Dogalgaz_Kombi,38.466,27.222,3,8,4,6983108
Bornova,Egekent,Mustakil,248,222,4,1,1,2,24,1,0,0,0,Yerden_Isitma,38.4671,27.2116,3,8,4,11883435
Bornova,Karsiyaka Yolu,Villa,171,148,3,1,1,2,9,2,1,0,0,Klima,38.4588,27.212,3,8,4,10600690
Bornova,Kazimdirik,Daire,127,115,3,1,11,18,32,1,1,0,1,Yerden_Isitma,38.4656,27.2238,3,8,4,5473192
Bornova,Evka-3,Daire,61,51,1,1,5,8,24,1,1,1,1,Yerden_Isitma,38.4794,27.2258,3,8,4,2563938
Bornova,Egekent,IsYeri,70,56,3,1,2,3,1,2,1,1,1,Dogalgaz_Kombi,38.4778,27.2335,3,8,4,3185031
Bornova,Kazimdirik,Daire,132,103,3,1,5,20,27,2,0,2,1,Dogalgaz_Kombi,38.4834,27.2226,3,8,4,5013308
Bornova,Egekent,Daire,125,101,4,1,7,17,32,2,1,2,1,Soba,38.4802,27.2052,3,8,4,4985614
Bornova,Egekent,Daire,59,52,1,1,8,16,20,1,1,1,1,Yerden_Isitma,38.4716,27.2292,3,8,4,2692236
Bornova,Kazimdirik,Villa,250,196,3,1,3,3,5,1,1,2,1,Dogalgaz_Kombi,38.476,27.2331,3,8,4,13745837
Bornova,Egekent,Daire,131,108,3,1,9,13,30,1,1,0,1,Yerden_Isitma,38.4808,27.2198,3,8,4,4578168
Bornova,Egekent,IsYeri,39,35,2,1,0,14,17,1,1,2,1,Dogalgaz_Kat,38.4747,27.2102,3,8,4,1695853
Bornova,Bornova Merkez,Daire,218,186,5,2,9,17,16,2,0,1,0,Yerden_Isitma,38.4573,27.2109,3,8,4,9729578
Bornova,Kazimdirik,Mustakil,188,146,4,1,2,2,13,1,1,1,0,Yerden_Isitma,38.4676,27.2069,3,8,4,7588518
Bornova,Kazimdirik,Daire,72,63,2,1,1,18,21,1,1,0,1,Merkezi,38.4605,27.2292,3,8,4,2908687
Bornova,Bornova Merkez,Daire,73,65,2,1,4,5,26,1,1,2,1,Dogalgaz_Kombi,38.4621,27.2286,3,8,4,2591358
Bornova,Kazimdirik,Daire,96,82,3,1,9,9,21,2,1,0,1,Dogalgaz_Kombi,38.4794,27.2086,3,8,4,4171630
Bornova,Egekent,Daire,140,110,4,1,1,6,23,1,1,2,1,Dogalgaz_Kombi,38.4816,27.2175,3,8,4,4618061
Bornova,Karsiyaka Yolu,Daire,130,115,4,1,5,5,20,2,1,0,1,Dogalgaz_Kombi,38.4821,27.23,3,8,4,5292770
Bornova,Bornova Merkez,Daire,134,109,4,1,2,16,32,2,1,1,1,Dogalgaz_Kombi,38.4767,27.2058,3,8,4,4768902
Bornova,Karsiyaka Yolu,Daire,175,150,5,2,2,11,19,3,1,0,1,Klima,38.4767,27.2249,3,8,4,7639926
Bornova,Kazimdirik,Daire,75,60,2,1,15,16,15,1,0,1,1,Yerden_Isitma,38.4809,27.2096,3,8,4,3413723
Bornova,Karsiyaka Yolu,Daire,96,79,3,1,6,9,28,1,0,0,1,Dogalgaz_Kombi,38.4764,27.2282,3,8,4,3685930
Bornova,Evka-3,Daire,120,100,3,1,3,4,27,2,1,0,0,Merkezi,38.4686,27.2203,3,8,4,3739150
Bornova,Bornova Merkez,Daire,115,92,3,1,13,14,31,2,1,0,1,Dogalgaz_Kombi,38.4622,27.2131,3,8,4,4713335
Bornova,Egekent,Daire,139,125,3,1,5,12,31,1,1,0,1,Dogalgaz_Kombi,38.4755,27.2077,3,8,4,5783762
Bornova,Karsiyaka Yolu,Daire,120,96,3,1,14,16,17,1,1,1,1,Merkezi,38.483,27.2131,3,8,4,4996360
Bornova,Bornova Merkez,Daire,101,89,3,1,1,6,26,2,1,2,1,Soba,38.4761,27.2118,3,8,4,4054128
Bornova,Evka-3,Daire,97,80,3,1,1,14,30,2,1,0,1,Yerden_Isitma,38.4785,27.2183,3,8,4,2907262
Bornova,Bornova Merkez,Daire,97,88,2,1,11,14,31,1,1,0,1,Dogalgaz_Kombi,38.4624,27.2115,3,8,4,4230044
Bornova,Kazimdirik,Daire,126,112,3,1,14,14,18,1,1,1,1,Soba,38.4838,27.2244,3,8,4,5597636
Bornova,Karsiyaka Yolu,IsYeri,110,95,3,1,2,15,20,2,1,2,1,Dogalgaz_Kat,38.4776,27.2107,3,8,4,4825124
Bornova,Kazimdirik,Daire,143,126,4,1,3,20,27,1,1,0,1,Soba,38.4588,27.2232,3,8,4,4932385
Bornova,Evka-3,Daire,174,136,5,2,12,18,16,3,1,0,1,Dogalgaz_Kombi,38.4741,27.2046,3,8,4,6907313
Bornova,Kazimdirik,Daire,178,139,5,2,2,5,16,3,0,1,1,Dogalgaz_Kombi,38.4564,27.2135,3,8,4,5583496
Bornova,Evka-3,Daire,105,88,3,1,7,15,18,1,1,2,1,Merkezi,38.4554,27.2063,3,8,4,4146973
Bornova,Evka-3,Daire,158,141,4,1,3,5,32,1,1,2,1,Merkezi,38.4667,27.2236,3,8,4,5819686
Bornova,Kazimdirik,Daire,101,80,3,1,4,5,18,1,1,1,1,Dogalgaz_Kombi,38.4588,27.2094,3,8,4,4042241
Bornova,Bornova Merkez,Daire,124,106,3,1,4,13,17,2,0,1,0,Dogalgaz_Kombi,38.4776,27.2291,3,8,4,4953701
Bornova,Kazimdirik,Daire,80,70,2,1,3,6,21,1,1,1,1,Merkezi,38.4602,27.2295,3,8,4,3640493
Bornova,Bornova Merkez,Daire,98,81,3,1,4,6,25,1,1,0,1,Merkezi,38.4559,27.2067,3,8,4,4134655
Bornova,Karsiyaka Yolu,Daire,209,187,6,2,1,7,14,3,1,1,1,Merkezi,38.4735,27.216,3,8,4,8824983
Bornova,Egekent,Daire,82,74,2,1,2,4,29,1,1,0,1,Merkezi,38.4735,27.2074,3,8,4,3085640
Bornova,Bornova Merkez,Daire,162,131,4,1,11,13,21,2,1,1,1,Dogalgaz_Kombi,38.4712,27.2186,3,8,4,6334762
Bornova,Bornova Merkez,Villa,312,257,4,1,2,3,1,1,1,1,0,Dogalgaz_Kombi,38.4772,27.2302,3,8,4,21210782
Bornova,Karsiyaka Yolu,Daire,52,40,1,1,3,9,21,1,1,2,1,Yerden_Isitma,38.4647,27.2293,3,8,4,1970584
Bornova,Evka-3,Daire,99,86,2,1,1,11,28,1,0,0,1,Dogalgaz_Kat,38.4572,27.2045,3,8,4,3316806
Bornova,Evka-3,Daire,165,133,5,1,9,12,32,2,1,0,1,Klima,38.4709,27.2165,3,8,4,5982513
Bornova,Bornova Merkez,Daire,66,58,2,1,5,10,16,1,0,2,0,Dogalgaz_Kombi,38.4715,27.2186,3,8,4,2635413
Bornova,Egekent,Villa,195,152,4,1,1,2,18,1,1,2,0,Dogalgaz_Kombi,38.474,27.2062,3,8,4,9889623
Bornova,Evka-3,Daire,155,127,4,1,11,13,27,2,1,1,1,Dogalgaz_Kombi,38.461,27.2302,3,8,4,5425569
Bornova,Karsiyaka Yolu,Mustakil,123,97,3,1,1,1,16,1,0,2,0,Dogalgaz_Kombi,38.4835,27.2057,3,8,4,4801745
Bornova,Karsiyaka Yolu,Mustakil,148,129,4,1,1,2,12,1,1,0,0,Dogalgaz_Kombi,38.4584,27.2116,3,8,4,7183123
Bornova,Evka-3,Daire,128,103,3,1,5,19,20,2,1,2,1,Dogalgaz_Kat,38.4632,27.2238,3,8,4,5253111
Bornova,Evka-3,Daire,65,56,2,1,10,20,31,1,0,2,1,Merkezi,38.4563,27.21,3,8,4,2534067
Bornova,Kazimdirik,Daire,189,150,5,2,4,5,24,2,1,2,1,Merkezi,38.4673,27.2227,3,8,4,6319348
Bornova,Evka-3,Daire,92,73,3,1,8,9,28,1,1,2,1,Dogalgaz_Kombi,38.4722,27.2073,3,8,4,3557086
Bornova,Karsiyaka Yolu,Daire,45,37,1,1,8,19,12,1,1,2,1,Merkezi,38.4658,27.2209,3,8,4,2041613
Bornova,Karsiyaka Yolu,Daire,73,61,2,1,8,15,26,1,0,0,1,Dogalgaz_Kat,38.4662,27.2204,3,8,4,2996745
Bornova,Egekent,Mustakil,172,137,3,1,3,3,8,1,1,2,0,Klima,38.4754,27.2057,3,8,4,9544455
Bornova,Egekent,IsYeri,52,47,1,0,1,15,2,1,1,1,1,Soba,38.4745,27.2275,3,8,4,2406372
Bornova,Egekent,Daire,126,104,4,1,8,12,29,2,1,0,1,Dogalgaz_Kombi,38.4832,27.2195,3,8,4,4625002
Bornova,Evka-3,Daire,125,107,4,1,5,5,27,1,0,2,1,Dogalgaz_Kombi,38.4595,27.2317,3,8,4,5036551
Bornova,Egekent,Daire,89,76,2,1,1,6,26,1,0,1,1,Merkezi,38.4782,27.2278,3,8,4,3358074
Bornova,Kazimdirik,Daire,134,118,3,1,4,16,12,1,1,2,1,Dogalgaz_Kat,38.4721,27.2221,3,8,4,6860863
Bornova,Karsiyaka Yolu,Daire,209,170,5,2,1,19,14,2,0,0,1,Klima,38.4634,27.224,3,8,4,8733507
Bornova,Karsiyaka Yolu,Daire,160,135,5,1,6,7,31,2,1,0,1,Dogalgaz_Kat,38.4632,27.2091,3,8,4,5030149
Bornova,Evka-3,Daire,66,58,2,1,12,15,20,1,0,0,1,Dogalgaz_Kombi,38.4571,27.2193,3,8,4,2548810
Bornova,Karsiyaka Yolu,Daire,179,155,4,1,7,17,20,2,1,0,1,Dogalgaz_Kombi,38.4833,27.2078,3,8,4,8387596
Bornova,Bornova Merkez,Daire,98,79,2,1,16,17,13,1,0,0,1,Dogalgaz_Kombi,38.4603,27.2288,3,8,4,4664165
Bornova,Kazimdirik,Villa,279,243,5,2,2,2,5,3,0,0,0,Merkezi,38.4703,27.2279,3,8,4,18016762
Bornova,Kazimdirik,Daire,78,60,2,1,11,17,28,1,0,0,0,Merkezi,38.4678,27.2225,3,8,4,2835333
Bornova,Bornova Merkez,Mustakil,244,195,4,1,1,1,26,2,1,2,0,Dogalgaz_Kombi,38.4761,27.2266,3,8,4,10057817
Bornova,Kazimdirik,IsYeri,101,82,3,1,1,9,4,2,1,2,1,Dogalgaz_Kombi,38.4744,27.2303,3,8,4,5000623
Bornova,Bornova Merkez,Daire,49,41,1,1,4,18,19,1,1,2,1,Dogalgaz_Kat,38.4787,27.2217,3,8,4,2228654
Bornova,Bornova Merkez,Daire,183,157,5,1,13,16,30,3,1,0,1,Merkezi,38.4668,27.2125,3,8,4,6334718
Bornova,Bornova Merkez,Daire,140,127,4,1,2,12,21,2,1,0,1,Merkezi,38.4723,27.226,3,8,4,5788285
Bornova,Kazimdirik,IsYeri,81,66,4,1,3,3,2,2,1,0,1,Dogalgaz_Kombi,38.4763,27.2289,3,8,4,4532379
Bornova,Karsiyaka Yolu,Daire,156,129,5,2,6,19,26,3,1,0,1,Dogalgaz_Kat,38.4714,27.2148,3,8,4,5856723
Bornova,Bornova Merkez,IsYeri,201,165,6,2,2,4,7,2,1,0,1,Merkezi,38.4693,27.2089,3,8,4,8743231
Bornova,Kazimdirik,Daire,98,77,2,1,5,5,19,1,0,2,0,Dogalgaz_Kombi,38.4572,27.2199,3,8,4,3279429
Bornova,Evka-3,Daire,55,46,1,1,8,9,29,1,1,2,1,Yerden_Isitma,38.4689,27.2164,3,8,4,2181273
Bornova,Kazimdirik,Daire,163,146,4,1,9,20,16,1,1,2,1,Soba,38.4568,27.2109,3,8,4,7870137
Bornova,Karsiyaka Yolu,Daire,80,72,2,1,4,7,24,1,0,1,1,Dogalgaz_Kombi,38.4755,27.2121,3,8,4,3649453
Bornova,Bornova Merkez,Daire,62,49,1,1,2,6,12,1,1,1,1,Soba,38.464,27.2302,3,8,4,2339522
Bornova,Evka-3,IsYeri,133,114,4,1,2,12,24,1,1,1,1,Merkezi,38.4641,27.2323,3,8,4,5733295
Bornova,Bornova Merkez,Daire,79,68,2,1,3,19,15,1,0,1,1,Klima,38.468,27.2217,3,8,4,3198468
Bornova,Kazimdirik,Daire,124,112,3,1,1,11,25,2,1,0,1,Dogalgaz_Kombi,38.466,27.231,3,8,4,4334171
Bornova,Bornova Merkez,IsYeri,36,32,1,1,1,11,0,1,1,1,1,Dogalgaz_Kombi,38.48,27.2052,3,8,4,2026166
Bornova,Bornova Merkez,Daire,132,108,3,1,1,13,23,2,1,0,1,Klima,38.4667,27.2095,3,8,4,5332451
Bornova,Karsiyaka Yolu,Daire,64,50,1,1,10,16,26,1,1,0,1,Yerden_Isitma,38.4685,27.2285,3,8,4,2156042
Bornova,Evka-3,Daire,68,60,2,1,6,18,23,1,1,1,1,Dogalgaz_Kombi,38.4817,27.2089,3,8,4,3129189
Bornova,Egekent,IsYeri,118,98,4,1,3,12,25,2,1,2,0,Merkezi,38.4843,27.2269,3,8,4,4719424
