district,neighborhood,property_type,gross_sqm,net_sqm,room_count,living_room_count,floor,total_floors,building_age,bathroom_count,has_balcony,parking_type,has_elevator,heating_type,lat,lon,earthquake_risk_score,transport_score,socioeconomic_level,price
Kecioren,Kalaba,Daire,45,41,1,1,7,9,23,1,1,2,0,Merkezi,39.9826,32.8606,1,7,3,1602716
Kecioren,Ovacik,Daire,152,131,5,1,3,10,22,3,1,0,1,Dogalgaz_Kombi,39.9852,32.8569,1,7,3,3794360
Kecioren,Ovacik,Daire,66,59,2,1,6,7,19,1,1,0,1,Dogalgaz_Kat,39.9982,32.8716,1,7,3,1978789
Kecioren,Kusgolu,Daire,180,149,5,2,3,8,17,2,1,1,0,Dogalgaz_Kombi,39.9931,32.8631,1,7,3,4671462
Kecioren,Kalaba,IsYeri,76,65,2,1,3,8,26,1,1,2,1,Dogalgaz_Kombi,40.0016,32.8615,1,7,3,2555628
Kecioren,Ovacik,Daire,130,117,3,1,1,16,23,1,1,2,1,Dogalgaz_Kombi,39.9924,32.8547,1,7,3,3689186
Kecioren,Kanuni,Daire,119,104,3,1,8,10,15,2,1,0,1,Dogalgaz_Kombi,39.9912,32.8542,1,7,3,4413186
Kecioren,Kalaba,Daire,100,78,3,1,7,13,23,2,1,2,1,Dogalgaz_Kombi,39.991,32.8495,1,7,3,3110610
Kecioren,Kanuni,Mustakil,187,161,3,1,1,1,21,1,1,2,0,Merkezi,39.9976,32.8774,1,7,3,5862101
Kecioren,Ovacik,Daire,96,82,2,1,3,15,30,1,1,2,1,Dogalgaz_Kombi,40.0035,32.8636,1,7,3,2513345
Kecioren,Kalaba,IsYeri,64,50,3,1,0,15,18,1,1,2,1,Dogalgaz_Kombi,39.9842,32.8516,1,7,3,1810964
Kecioren,Ovacik,IsYeri,100,81,3,1,2,13,8,1,1,0,1,Klima,40.0051,32.8645,1,7,3,3402967
Kecioren,Kusgolu,Daire,82,65,2,1,17,19,30,1,1,2,1,Dogalgaz_Kombi,40.0037,32.8589,1,7,3,2682388
Kecioren,Kalaba,Daire,63,54,1,1,5,6,27,1,1,0,1,Soba,39.9822,32.8544,1,7,3,1545834
Kecioren,Kalaba,Daire,124,113,3,1,2,16,20,2,0,2,1,Merkezi,40.0006,32.8494,1,7,3,4433646
Kecioren,Kusgolu,Daire,93,75,2,1,2,7,21,1,1,0,1,Dogalgaz_Kombi,39.984,32.8666,1,7,3,2423040
Kecioren,Kanuni,Daire,67,55,1,1,18,19,25,1,0,1,1,Merkezi,39.9875,32.8589,1,7,3,2275626
Kecioren,Kusgolu,Daire,86,71,2,1,10,17,14,1,1,1,1,Dogalgaz_Kat,39.9792,32.8708,1,7,3,2637437
Kecioren,Etlik,Daire,123,111,4,1,2,13,21,2,1,0,0,Dogalgaz_Kombi,39.9811,32.8745,1,7,3,3200967
Kecioren,Kusgolu,Daire,61,54,1,1,8,8,30,1,1,0,1,Dogalgaz_Kombi,39.9896,32.8509,1,7,3,1912817
Kecioren,Ovacik,Daire,128,105,3,1,8,14,31,2,1,0,1,Dogalgaz_Kombi,39.9863,32.8509,1,7,3,3350149
Kecioren,Kanuni,Daire,103,88,3,1,2,10,13,2,1,1,1,Dogalgaz_Kombi,39.9789,32.8774,1,7,3,3108376
Kecioren,Kusgolu,Daire,143,122,4,1,6,13,25,2,1,0,1,Merkezi,40.0002,32.8631,1,7,3,4132099
Kecioren,Kanuni,Daire,91,75,2,1,7,10,15,1,1,2,1,Dogalgaz_Kombi,39.9762,32.8707,1,7,3,2806030
Kecioren,Kanuni,Daire,93,84,2,1,5,13,20,1,1,2,1,Dogalgaz_Kombi,39.9777,32.8544,1,7,3,3443901
Kecioren,Kalaba,Daire,109,96,3,1,7,14,13,2,1,0,1,Dogalgaz_Kat,39.984,32.8513,1,7,3,3468248
Kecioren,Ovacik,Daire,209,173,5,1,13,20,22,2,1,2,1,Dogalgaz_Kombi,39.9848,32.8532,1,7,3,5860664
Kecioren,Kalaba,Daire,170,134,5,2,6,9,23,2,1,1,1,Dogalgaz_Kombi,39.9932,32.8654,1,7,3,4601528
Kecioren,Kanuni,Daire,183,149,5,2,7,13,25,2,1,0,1,Dogalgaz_Kat,39.9992,32.8517,1,7,3,4945350
Kecioren,Etlik,Daire,171,136,4,1,8,10,15,2,1,2,1,Merkezi,39.9969,32.8642,1,7,3,4623381
Kecioren,Kanuni,Mustakil,121,102,3,1,1,1,30,2,1,2,0,Dogalgaz_Kombi,39.992,32.8763,1,7,3,3800417
Kecioren,Ovacik,Daire,98,89,3,1,8,9,16,2,1,2,1,Dogalgaz_Kombi,40.0011,32.8494,1,7,3,2954393
Kecioren,Ovacik,Daire,55,46,1,1,7,10,30,1,0,0,1,Merkezi,39.983,32.8724,1,7,3,1530583
Kecioren,Etlik,IsYeri,88,73,4,1,1,12,20,2,1,0,1,Yerden_Isitma,40.0043,32.8543,1,7,3,2460607
Kecioren,Ovacik,Daire,211,178,5,1,14,14,25,2,1,0,1,Dogalgaz_Kombi,40.0013,32.8622,1,7,3,6320558
Kecioren,Kusgolu,Daire,76,65,2,1,4,17,24,1,0,2,1,Merkezi,39.9803,32.8545,1,7,3,2407721
Kecioren,Etlik,IsYeri,40,36,1,1,3,5,9,1,1,1,1,Dogalgaz_Kombi,39.9924,32.8589,1,7,3,1659509
Kecioren,Kalaba,Daire,68,55,2,1,3,6,25,1,1,0,0,Dogalgaz_Kombi,40.0042,32.8667,1,7,3,1909211
Kecioren,Kalaba,Daire,109,96,3,1,2,4,29,2,1,2,0,Yerden_Isitma,39.9843,32.8566,1,7,3,2943407
Kecioren,Kusgolu,Daire,113,94,3,1,4,17,32,2,1,0,0,Dogalgaz_Kombi,39.9968,32.8646,1,7,3,2581107
Kecioren,Ovacik,IsYeri,55,48,3,1,1,14,26,1,1,0,1,Dogalgaz_Kombi,39.9771,32.8648,1,7,3,1908068
Kecioren,Ovacik,Daire,85,74,2,1,7,13,21,1,1,1,1,Merkezi,39.9911,32.8549,1,7,3,2873292
Kecioren,Kanuni,Daire,132,119,3,1,1,11,31,2,1,0,0,Merkezi,39.9932,32.8515,1,7,3,3377313
Kecioren,Kanuni,Daire,102,87,3,1,1,12,13,1,1,2,1,Dogalgaz_Kombi,39.9877,32.8659,1,7,3,3710260
Kecioren,Ovacik,Villa,178,152,3,1,2,3,19,2,1,2,1,Merkezi,39.9892,32.8605,1,7,3,8048371
Kecioren,Kusgolu,Daire,113,98,3,1,6,11,21,2,1,2,1,Dogalgaz_Kombi,40.0015,32.8608,1,7,3,3849510
Kecioren,Etlik,Daire,137,114,4,1,2,4,19,2,1,0,1,Yerden_Isitma,39.9944,32.851,1,7,3,3958113
Kecioren,Kusgolu,Daire,54,43,1,1,4,5,32,1,1,0,1,Dogalgaz_Kombi,39.9812,32.8522,1,7,3,1317822
Kecioren,Kusgolu,Daire,119,107,3,1,12,17,23,1,0,2,1,Merkezi,39.981,32.8709,1,7,3,4335966
Kecioren,Kusgolu,Villa,235,185,3,1,2,3,13,2,1,1,1,Dogalgaz_Kombi,39.9914,32.8559,1,7,3,9308796
Kecioren,Kalaba,Daire,141,120,4,1,3,5,16,2,0,2,1,Dogalgaz_Kombi,40.0045,32.8573,1,7,3,3832825
Kecioren,Kusgolu,Daire,89,70,2,1,2,8,29,1,1,2,1,Dogalgaz_Kat,39.9768,32.8699,1,7,3,2428788
Kecioren,Ovacik,Daire,117,101,3,1,1,13,16,1,1,0,1,Dogalgaz_Kombi,40.0053,32.8593,1,7,3,3252678
Kecioren,Kusgolu,Daire,210,178,5,2,4,11,25,3,1,1,1,Dogalgaz_Kat,39.9807,32.8759,1,7,3,5143129
Kecioren,Kusgolu,Daire,117,100,3,1,7,15,18,1,1,1,1,Yerden_Isitma,39.9874,32.8781,1,7,3,3947144
Kecioren,Ovacik,Daire,160,133,5,2,9,10,21,2,1,1,0,Dogalgaz_Kombi,40.0039,32.8687,1,7,3,4133100
Kecioren,Ovacik,IsYeri,56,48,1,1,0,10,7,1,1,1,1,Dogalgaz_Kat,39.9833,32.8663,1,7,3,2002331
Kecioren,Etlik,Daire,112,94,3,1,4,4,14,1,1,2,0,Yerden_Isitma,39.9828,32.8738,1,7,3,3598161
Kecioren,Kalaba,Daire,138,114,3,1,10,15,27,2,0,2,0,Dogalgaz_Kombi,39.9918,32.8639,1,7,3,3413289
Kecioren,Kalaba,Daire,116,94,3,1,3,14,16,1,1,0,1,Yerden_Isitma,39.9934,32.8509,1,7,3,3264940
Kecioren,Kanuni,Mustakil,250,224,4,1,1,1,30,1,1,1,0,Yerden_Isitma,39.9794,32.8707,1,7,3,8956960
Kecioren,Kanuni,Daire,88,74,2,1,3,10,27,1,1,2,0,Dogalgaz_Kat,39.9842,32.8554,1,7,3,2136978
Kecioren,Kanuni,Daire,96,86,2,1,3,5,15,1,1,0,1,Dogalgaz_Kombi,39.9773,32.8655,1,7,3,2686134
Kecioren,Kanuni,Daire,128,101,3,1,6,10,17,1,0,1,0,Merkezi,39.9983,32.8675,1,7,3,3704762
Kecioren,Ovacik,Daire,100,78,3,1,5,13,15,2,1,0,1,Merkezi,39.9897,32.8526,1,7,3,2675600
Kecioren,Kusgolu,Daire,98,77,3,1,5,9,22,1,1,2,1,Merkezi,39.994,32.8609,1,7,3,3014290
Kecioren,Etlik,Daire,273,250,6,2,5,6,17,3,1,2,1,Dogalgaz_Kombi,39.987,32.8678,1,7,3,9955881
Kecioren,Ovacik,IsYeri,111,96,4,1,3,9,16,2,1,2,1,Dogalgaz_Kombi,39.9989,32.8615,1,7,3,3843496
Kecioren,Kanuni,Daire,96,78,2,1,8,17,15,1,1,2,1,Soba,40.0046,32.8577,1,7,3,2959952
Kecioren,Etlik,Mustakil,236,208,5,1,2,2,22,2,1,0,0,Soba,39.9848,32.8503,1,7,3,8099293
Kecioren,Kusgolu,Daire,67,52,1,0,2,16,25,1,1,2,1,Klima,39.9772,32.8664,1,7,3,1716904
Kecioren,Ovacik,Daire,135,120,3,1,8,14,26,1,1,2,0,Soba,39.9842,32.8689,1,7,3,4333074
Kecioren,Kalaba,Daire,99,83,2,1,2,6,18,1,1,2,1,Dogalgaz_Kat,39.9857,32.8504,1,7,3,2649595
Kecioren,Kalaba,IsYeri,73,66,3,1,2,3,12,1,1,2,1,Yerden_Isitma,39.9986,32.8617,1,7,3,2915849
Kecioren,Kanuni,Daire,53,43,1,0,1,16,16,1,1,1,1,Yerden_Isitma,39.9968,32.8568,1,7,3,1344990
Kecioren,Etlik,IsYeri,50,42,2,1,0,8,18,1,1,2,1,Soba,40.0052,32.8741,1,7,3,1579150
Kecioren,Kanuni,Daire,109,90,3,1,2,4,29,2,1,0,1,Merkezi,39.9792,32.8637,1,7,3,2509727
Kecioren,Etlik,Daire,59,50,1,1,4,4,19,1,1,0,1,Merkezi,39.9912,32.8566,1,7,3,1769650
Kecioren,Ovacik,Daire,180,154,4,1,13,16,15,1,0,0,1,Dogalgaz_Kat,39.9896,32.8769,1,7,3,6767066
Kecioren,Kusgolu,Daire,185,161,5,2,6,7,21,2,1,2,1,Dogalgaz_Kombi,39.9939,32.876,1,7,3,5587349
Kecioren,Kusgolu,Villa,152,122,3,1,2,3,3,2,1,1,1,Soba,39.9771,32.8793,1,7,3,6523822
Kecioren,Etlik,Daire,70,58,2,1,12,15,26,1,1,1,1,Dogalgaz_Kombi,39.9928,32.8593,1,7,3,2233596
Kecioren,Kusgolu,Daire,123,104,3,1,4,4,22,1,0,1,1,Dogalgaz_Kat,39.9848,32.8574,1,7,3,3245009
Kecioren,Etlik,Daire,144,124,4,1,10,13,17,2,1,1,1,Dogalgaz_Kombi,39.9928,32.8573,1,7,3,4980120
Kecioren,Kalaba,Mustakil,185,159,3,1,1,1,9,1,1,0,0,Yerden_Isitma,39.9795,32.8711,1,7,3,7472486
Kecioren,Ovacik,Daire,65,55,2,1,8,19,26,1,1,1,1,Merkezi,39.9949,32.8625,1,7,3,2076898
Kecioren,Kusgolu,Daire,211,185,5,2,14,20,25,3,1,1,1,Dogalgaz_Kombi,39.992,32.8725,1,7,3,7551854
Kecioren,Ovacik,Mustakil,170,133,3,1,2,3,29,1,1,2,0,Dogalgaz_Kombi,39.9765,32.8763,1,7,3,5255274
Kecioren,Kanuni,Daire,73,60,2,1,4,11,26,1,0,1,1,Merkezi,39.9819,32.8723,1,7,3,1939722
Kecioren,Ovacik,Mustakil,166,132,4,1,1,1,8,1,1,2,0,Dogalgaz_Kombi,39.9913,32.8524,1,7,3,5820064
Kecioren,Etlik,Daire,162,134,5,2,9,13,25,2,1,1,0,Dogalgaz_Kombi,39.986,32.8525,1,7,3,3877099
Kecioren,Ovacik,Daire,125,107,3,1,3,5,26,1,1,2,1,Dogalgaz_Kombi,39.9791,32.8623,1,7,3,3768817
Kecioren,Etlik,Daire,47,42,1,1,2,4,18,1,1,1,1,Yerden_Isitma,40.0025,32.8619,1,7,3,1422661
Kecioren,Ovacik,Daire,125,112,3,1,3,12,13,1,1,0,1,Soba,40.0046,32.8557,1,7,3,3656307
Kecioren,Kalaba,Villa,339,264,5,2,1,3,14,2,1,2,1,Dogalgaz_Kombi,39.9801,32.8679,1,7,3,12441738
Kecioren,Etlik,Daire,107,94,3,1,3,12,26,1,1,2,1,Dogalgaz_Kombi,39.991,32.8764,1,7,3,3048518
Kecioren,Etlik,Daire,82,72,2,1,2,14,14,1,1,0,1,Dogalgaz_Kombi,39.9902,32.8784,1,7,3,2373401
Kecioren,Etlik,Daire,113,97,3,1,9,13,23,1,1,0,1,Dogalgaz_Kat,39.9843,32.8664,1,7,3,3306862
Kecioren,Kusgolu,Daire,187,148,5,1,3,9,29,3,1,1,1,Merkezi,39.9922,32.8729,1,7,3,4872440
Kecioren,Kalaba,Daire,170,139,5,2,11,17,21,3,1,1,1,Soba,40.0025,32.8616,1,7,3,5349371
Kecioren,Kanuni,Daire,115,95,3,1,1,5,24,1,1,2,1,Dogalgaz_Kombi,39.9794,32.8756,1,7,3,3437669
Kecioren,Ovacik,Villa,224,184,3,1,2,2,19,2,1,0,0,Merkezi,39.9808,32.868,1,7,3,9598018
Kecioren,Kalaba,Daire,124,102,3,1,3,4,31,2,0,2,1,Merkezi,39.9957,32.867,1,7,3,3652617
Mamak,Saimekadin,Daire,172,156,4,1,2,9,28,2,1,2,1,Klima,39.9249,32.9247,1,5,2,3750958
Mamak,Natoyolu,Daire,162,129,4,1,11,11,26,1,1,1,1,Yerden_Isitma,39.9169,32.9346,1,5,2,3729445
Mamak,Durali Aliç,Daire,152,138,4,1,11,12,34,2,1,1,1,Merkezi,39.9252,32.9239,1,5,2,2842380
